MAZ,geometry,Population,area_acres,TAZ
974,POINT (597484.2098359583 4172382.706960795),1450.0000,895.8365,742
975,POINT (598505.3936178506 4172146.0574888675),3284.0000,174.3319,742
976,POINT (599410.7577095075 4172731.6161648845),2805.0000,351.1712,742
977,POINT (600784.0965819485 4172885.4674253687),2026.0000,303.0312,742
978,POINT (600043.7325408288 4172053.49658195),2951.0000,218.4286,743
979,POINT (601325.6097123288 4171086.4486818397),3005.0000,1587.2115,743
980,POINT (599819.183675404 4170265.4246179108),2352.0000,354.4818,743
981,POINT (599567.1230333992 4169965.0221104375),800.0000,73.7489,743
982,POINT (600395.3366223866 4173748.963786881),3618.0000,410.2724,729
983,POINT (601987.3850570413 4174979.900258583),2115.0000,2466.9229,729
984,POINT (602651.5034560128 4176541.902384542),5262.0000,4302.7083,729
985,POINT (614778.5272835509 4176985.9667530633),2092.0000,12186.3862,715
986,POINT (612726.1103480471 4175115.537003299),2456.0000,197.9786,715
987,POINT (621501.789001737 4165226.2244018978),1198.0000,117411.4743,715
988,POINT (613974.6362522548 4172117.69337317),2.0000,990.8437,715
989,POINT (610307.2575832141 4166933.1190044433),1333.0000,7020.6788,715
990,POINT (607951.5418945288 4168379.0046536364),1194.0000,217.3880,725
991,POINT (606844.5596164851 4167607.849405371),2817.0000,962.5145,725
992,POINT (611861.9095093338 4174477.3631196828),2863.0000,297.2004,719
993,POINT (610966.3031550127 4174618.716165344),2449.0000,330.3304,719
994,POINT (610237.2694057836 4174057.1762374965),1283.0000,279.4040,719
995,POINT (608403.9517312424 4177116.7629584996),1733.0000,11116.9689,720
996,POINT (612063.339263221 4176011.0777749754),831.0000,97.0435,720
997,POINT (612072.9934752594 4175462.202235999),1070.0000,102.3462,720
998,POINT (606089.7396099904 4172685.2721345685),2834.0000,518.0189,728
999,POINT (606151.5854886976 4171638.083528035),1680.0000,155.4509,728
1000,POINT (603957.7249370237 4171928.714434698),2046.0000,2455.8918,728
1001,POINT (607694.850586126 4172837.493160832),1590.0000,204.6928,721
1002,POINT (609425.0887641337 4172942.2703335737),2544.0000,788.1504,721
1003,POINT (609007.9523145423 4172043.6887294687),1716.0000,151.4252,721
1004,POINT (607506.9168348532 4172261.746941078),948.0000,68.5890,722
1005,POINT (606967.7376971621 4172246.6502430453),1272.0000,99.3240,722
1006,POINT (606939.044971591 4171473.3710596394),1849.0000,147.7544,722
1007,POINT (607442.9344542249 4171471.114182419),1670.0000,90.0848,722
1008,POINT (608094.4927252631 4171763.7705109334),3091.0000,175.8308,722
1009,POINT (609808.7257866999 4170721.882941403),1714.0000,188.0251,716
1010,POINT (611662.5684299857 4170252.963591047),2954.0000,1059.5586,716
1011,POINT (610568.9526389483 4171705.0919659985),2937.0000,440.1571,717
1012,POINT (610217.7727634185 4171480.2980587753),972.0000,63.7881,717
1013,POINT (609920.7414171698 4171415.5111263795),695.0000,56.1110,717
1014,POINT (609419.0664333056 4171298.2413654258),1056.0000,100.3994,717
1015,POINT (611763.5568334239 4173057.884860712),1509.0000,802.0583,718
1016,POINT (612776.1148808512 4171919.533698593),1059.0000,123.7151,718
1017,POINT (612252.3114970812 4172241.872981185),2278.0000,215.5072,718
1018,POINT (611891.8304201623 4171506.5734446836),2025.0000,163.9064,718
1019,POINT (612629.9473542086 4171217.480762315),1113.0000,46.3100,718
1020,POINT (608817.5251572183 4170984.389387358),1598.0000,214.8141,723
1021,POINT (609428.6629331389 4169392.7308307705),3019.0000,757.3882,723
1022,POINT (607649.9886107625 4170877.5092993947),2052.0000,218.2445,724
1023,POINT (608155.5332566083 4170451.9903681017),918.0000,130.8537,724
1024,POINT (608085.4298518335 4169842.7422408476),1730.0000,186.4022,724
1025,POINT (608111.4946659361 4169102.0833447534),1524.0000,208.7532,724
1026,POINT (606779.9501982024 4170406.5298862658),1015.0000,131.2156,727
1027,POINT (606728.2690985638 4169914.938388085),1284.0000,102.1217,727
1028,POINT (607337.0491824193 4169907.220582333),803.0000,68.6507,727
1029,POINT (605982.4460292385 4170206.7748916564),1425.0000,126.1070,726
1030,POINT (605643.2682643813 4169309.0183015377),2434.0000,294.9410,726
1031,POINT (606697.1058130758 4168605.578007863),1413.0000,184.4601,726
1032,POINT (606552.3439618656 4169266.095456968),2164.0000,244.6505,726
1033,POINT (607379.8620030448 4169239.3459905856),872.0000,66.1669,726
1034,POINT (562258.8703836917 4183485.9205172486),71.0000,379.9312,966
1035,POINT (563655.8600455711 4183389.5123208626),540.0000,158.2835,967
1036,POINT (618791.3367055081 4209826.546893009),1081.0000,2452.7079,1181
1037,POINT (620349.5573324503 4210005.635631213),1056.0000,1279.5866,1181
1038,POINT (620316.341303596 4211054.278573968),1522.0000,-26381.4473,1181
1039,POINT (610431.270183417 4206851.03890904),1580.0000,422.8521,1182
1040,POINT (611916.0553820555 4206601.846215664),1683.0000,163.6683,1182
1041,POINT (611743.7592543269 4205870.50167157),1829.0000,154.0459,1182
1042,POINT (612385.0425756258 4205995.145027568),1500.0000,141.0163,1182
1043,POINT (613431.621188059 4208015.575435768),1285.0000,2420.2951,1182
1044,POINT (610888.2733165763 4208143.151205485),2494.0000,1155.1959,1182
1045,POINT (613728.927583381 4204492.0100040445),3720.0000,834.4549,1180
1046,POINT (613449.1764470354 4205887.758664735),2627.0000,234.3049,1180
1047,POINT (617056.5890961029 4205425.39166623),2949.0000,4030.7535,1180
1048,POINT (615232.5488817452 4204134.481111339),4769.0000,734.2701,1180
1049,POINT (609883.5721855069 4203782.729342734),2514.0000,825.2053,1185
1050,POINT (610143.8384041338 4202691.06821226),3127.0000,478.1173,1185
1051,POINT (610649.842540921 4205289.664184223),3219.0000,762.0262,1185
1052,POINT (612003.2781090565 4205231.27303686),2730.0000,221.4910,1185
1053,POINT (611730.3103278038 4204319.205085489),1489.0000,156.9525,1185
1054,POINT (612300.4121229072 4204000.825134608),2601.0000,569.4944,1185
1055,POINT (613357.4728203984 4202492.467328205),5157.0000,1071.9692,1179
1056,POINT (613925.4004255531 4200773.443801301),2467.0000,535.1700,1179
1057,POINT (617608.4088369189 4199611.442994628),2335.0000,6825.9643,1179
1058,POINT (615257.918595677 4199537.418167725),2528.0000,362.7626,1179
1059,POINT (615379.4536306428 4200754.72363771),2352.0000,629.6461,1179
1060,POINT (615646.1362365457 4198354.600974716),3597.0000,494.6980,1179
1061,POINT (608097.5539506078 4202096.772546583),2679.0000,315.6765,1178
1062,POINT (608941.375724646 4201273.188406559),3275.0000,1053.7580,1178
1063,POINT (609289.1679103471 4199317.602891766),4035.0000,1883.9232,1178
1064,POINT (613823.597210585 4199490.310064866),638.0000,155.5241,1178
1065,POINT (612556.8598506753 4199805.292578268),2590.0000,275.1301,1178
1066,POINT (613251.2117768559 4199883.94038445),1178.0000,190.2241,1178
1067,POINT (612581.6110219025 4201133.184249768),2674.0000,299.2706,1178
1068,POINT (611386.1467441195 4200701.93376472),8491.0000,1569.3803,1178
1069,POINT (614003.9776320086 4198624.778811563),1102.0000,202.2371,1178
1070,POINT (614098.3813812444 4198943.072132469),1085.0000,84.0140,1178
1071,POINT (612727.6560870481 4198714.696080932),1995.0000,224.1010,1178
1072,POINT (612301.1887353949 4197300.935644143),3891.0000,805.0288,1178
1073,POINT (614708.7040791118 4196542.047137086),4418.0000,2530.2102,1178
1074,POINT (610757.9044053399 4195005.671023572),3718.0000,7174.3159,1177
1075,POINT (621593.3953407214 4189623.59627852),1426.0000,23803.8634,1177
1076,POINT (623633.8307775565 4195324.230706584),1923.0000,509.6568,1177
1077,POINT (623249.9071277536 4196548.458062872),754.0000,199.3520,1177
1078,POINT (624864.5837803748 4196316.216468864),756.0000,1551.2309,1177
1079,POINT (622153.4054324402 4195198.272230804),2479.0000,491.9198,1177
1080,POINT (622659.1571099685 4196652.402771414),1259.0000,314.1439,1177
1081,POINT (620701.0562441621 4196153.746543367),4597.0000,1910.4369,1177
1082,POINT (622821.092542364 4200571.959663674),2141.0000,10159.3478,1177
1083,POINT (604878.4187479444 4207984.369957339),1304.0000,112.0536,1189
1084,POINT (604383.6970380178 4207146.893239987),1264.0000,108.1810,1189
1085,POINT (602254.0489516518 4208446.353782114),833.0000,1871.7454,1189
1086,POINT (603243.625918541 4207485.090595637),1727.0000,210.7791,1189
1087,POINT (603491.3623268778 4207997.113244017),1492.0000,111.1731,1189
1088,POINT (607332.1765801313 4206603.174441443),1208.0000,352.0970,1183
1089,POINT (608272.5381226954 4207676.016037059),1777.0000,1955.0004,1183
1090,POINT (605253.2310193423 4207494.105181713),1420.0000,137.2537,1188
1091,POINT (604885.2230658022 4207127.608092522),1685.0000,133.3571,1188
1092,POINT (605916.2374421642 4206730.2005442),1776.0000,172.1161,1188
1093,POINT (605964.9845510955 4207487.067309897),2069.0000,166.0296,1188
1094,POINT (606983.4503254117 4207441.429112004),1255.0000,263.5605,1188
1095,POINT (604119.6811545411 4205459.372888636),1503.0000,186.8365,1194
1096,POINT (604355.8336845818 4204798.129428208),1032.0000,147.1630,1194
1097,POINT (603651.1507065367 4204702.303948904),1631.0000,195.1562,1194
1098,POINT (603871.678932377 4207273.872494683),683.0000,83.8653,1191
1099,POINT (603787.7095383831 4206615.089890125),1138.0000,73.8659,1191
1100,POINT (604402.76292448 4206532.238853151),1613.0000,95.3951,1191
1101,POINT (603890.8632821316 4206045.969787626),1604.0000,142.8092,1191
1102,POINT (600793.297850314 4206824.875835518),1893.0000,216.5538,1197
1103,POINT (601462.9960632985 4206578.915171292),1574.0000,171.0783,1197
1104,POINT (602937.927749789 4206782.657915422),1394.0000,84.9708,1190
1105,POINT (603427.4316304045 4206758.150476273),561.0000,22.4859,1190
1106,POINT (602705.5854759048 4207030.113913249),1978.0000,66.4069,1190
1107,POINT (603094.7025043124 4205930.531161408),1329.0000,124.6478,1192
1108,POINT (602756.254627919 4205872.165050521),961.0000,75.2318,1192
1109,POINT (602290.2923888959 4205824.963648858),2010.0000,170.5765,1192
1110,POINT (602491.1953799333 4206559.9992180625),1272.0000,96.2786,1193
1111,POINT (601651.9504491473 4205916.107446744),2177.0000,176.9673,1193
1112,POINT (601651.9109953488 4205042.257379913),1229.0000,308.6069,1193
1113,POINT (602893.6710433891 4204995.986713695),1917.0000,179.7962,1193
1114,POINT (605292.1366850478 4206102.720020728),2035.0000,299.9370,1187
1115,POINT (606402.3652788104 4205269.624048664),2347.0000,282.1124,1187
1116,POINT (605816.36743385 4205634.077913406),1551.0000,174.7789,1187
1117,POINT (605113.550747082 4205158.321133756),1296.0000,164.0851,1187
1118,POINT (608630.5424770659 4205236.62717),2263.0000,715.9027,1184
1119,POINT (607373.2829081932 4205390.353252866),1931.0000,256.8223,1184
1120,POINT (596995.4820238885 4210634.888992206),1967.0000,772.6772,1205
1121,POINT (600007.7715120575 4210876.060352027),804.0000,3803.6778,1205
1122,POINT (598646.6124163466 4208939.748432959),1293.0000,79.4372,1206
1123,POINT (598080.5904708883 4209258.182903836),909.0000,101.6414,1206
1124,POINT (596642.4342850192 4209458.296506034),3439.0000,307.7922,1206
1125,POINT (597879.6947438266 4208576.7211326705),1084.0000,112.2888,1203
1126,POINT (597135.1464714081 4208796.69239906),1987.0000,176.5583,1203
1127,POINT (596318.340335968 4208919.866227603),1930.0000,112.0041,1203
1128,POINT (599240.2260727372 4208097.3116357),2292.0000,352.6011,1204
1129,POINT (598388.0920578705 4206533.832970444),1823.0000,157.6039,1199
1130,POINT (598185.4699427315 4207221.306129736),1591.0000,131.9123,1199
1131,POINT (597507.6644414176 4207036.299177477),2106.0000,347.0796,1199
1132,POINT (598614.816553833 4207547.988095946),1731.0000,248.5406,1199
1133,POINT (599664.0173548249 4207089.007036175),2616.0000,327.0758,1198
1134,POINT (599738.2749639921 4206436.189207494),1368.0000,160.9725,1198
1135,POINT (598805.8040380258 4204165.035816591),4893.0000,3183.7189,1196
1136,POINT (597887.8205506003 4205811.749469926),1382.0000,157.2285,1196
1137,POINT (598702.9549870639 4205784.976025616),1448.0000,116.0506,1196
1138,POINT (593667.2512854477 4207607.5632445365),1867.0000,230.2221,1200
1139,POINT (595174.6073074747 4207125.5341659365),430.0000,408.5304,1200
1140,POINT (593820.7483093085 4208166.078803358),925.0000,127.0036,1200
1141,POINT (596751.8765548421 4206901.398991394),2304.0000,143.0132,1200
1142,POINT (594388.1867906634 4205042.362223498),1622.0000,3968.0267,1200
1143,POINT (596539.3534619923 4206309.594315498),1616.0000,91.2059,1200
1144,POINT (595095.667472969 4208177.186103148),1724.0000,365.8820,1201
1145,POINT (596371.9731326948 4208232.12408077),1497.0000,145.5857,1201
1146,POINT (596490.8280027732 4207530.440364054),1585.0000,135.9501,1201
1147,POINT (596976.3807888619 4208002.379772674),2675.0000,145.7731,1202
1148,POINT (594983.3387862586 4210281.259239805),2068.0000,1113.1099,1207
1149,POINT (594486.3355746595 4208744.045928556),1303.0000,82.1384,1207
1150,POINT (595439.6053046976 4208979.9217787655),2552.0000,178.6751,1207
1151,POINT (591502.188074086 4209575.309160401),2088.0000,74.0726,1209
1152,POINT (591807.7922343095 4210000.481581945),1417.0000,217.9368,1209
1153,POINT (592764.5602580399 4210829.726352779),2041.0000,1501.9292,1209
1154,POINT (591622.6184825335 4208947.4042213345),1606.0000,166.6168,1208
1155,POINT (592466.3958647732 4208918.551043237),2421.0000,157.1632,1208
1156,POINT (593210.8816581191 4208914.414951564),1756.0000,139.3305,1208
1157,POINT (593791.6225289461 4208872.863395965),1335.0000,110.5582,1208
1158,POINT (590814.7191667664 4210349.033719001),2054.0000,91.8826,1210
1159,POINT (590655.0019934275 4209722.837963299),2358.0000,234.4498,1210
1160,POINT (590054.5857386233 4211915.822471918),2070.0000,2123.4464,1210
1161,POINT (584331.2849638963 4210551.641552234),832.0000,9180.7661,1097
1162,POINT (587660.1428486222 4209390.613646636),2449.0000,2540.1129,1097
1163,POINT (575580.328298047 4208888.860516607),1483.0000,710.5635,1092
1164,POINT (576828.8003676302 4208263.873398621),1105.0000,322.7786,1093
1165,POINT (576156.7431355901 4207613.250430872),1039.0000,77.6201,1093
1166,POINT (575808.0725162135 4207435.512962781),896.0000,73.6785,1091
1167,POINT (573673.3640102736 4208190.586674352),1128.0000,3196.1596,1091
1168,POINT (576250.5454342336 4205920.994383905),1243.0000,154.5474,1091
1169,POINT (576699.5361732218 4207192.29852371),842.0000,107.6283,1094
1170,POINT (577774.8291146928 4206854.458605071),1794.0000,168.7077,1094
1171,POINT (577088.391241613 4206569.876252786),1738.0000,197.9109,1094
1172,POINT (577395.8767317213 4207331.2151461085),603.0000,50.8927,1094
1173,POINT (577094.9671682362 4207443.201625057),733.0000,55.0940,1094
1174,POINT (576759.82002006 4205826.363089625),1702.0000,191.6968,1094
1175,POINT (579201.0734877739 4209087.340740323),1608.0000,3778.2850,1095
1176,POINT (579084.8356394648 4207083.468578125),2007.0000,401.7141,1095
1177,POINT (578367.3057814705 4206049.442269117),2805.0000,307.5223,1096
1178,POINT (581196.142614428 4206568.202532823),3049.0000,1551.3956,1096
1179,POINT (579209.7454549214 4205511.754870365),1733.0000,73.7153,1096
1180,POINT (579762.6544675416 4205595.319355558),1434.0000,140.0022,1096
1181,POINT (580597.7424484494 4204849.606500468),1804.0000,196.7537,1124
1182,POINT (579698.5322953413 4204800.145890007),1644.0000,166.7005,1124
1183,POINT (578442.537652538 4205155.106271443),1820.0000,319.4657,1124
1184,POINT (577758.4473089172 4204834.47458566),1281.0000,383.9765,1124
1185,POINT (580595.8317845013 4203189.750896011),1134.0000,313.2465,1126
1186,POINT (579513.4957886894 4202921.558539909),1794.0000,320.5806,1126
1187,POINT (578550.3276341626 4203677.703363131),1615.0000,330.9820,1126
1188,POINT (580021.5306799242 4204048.824632337),2146.0000,348.6206,1126
1189,POINT (579107.9922378992 4201561.609114338),2036.0000,206.6349,1125
1190,POINT (577839.5258070227 4202951.539536681),1831.0000,962.5926,1125
1191,POINT (576846.5183986031 4204745.810834228),651.0000,114.3418,1125
1192,POINT (581480.9557427204 4204903.357095172),1555.0000,236.6868,1123
1193,POINT (581550.6634698831 4203957.713584442),2519.0000,238.0100,1123
1194,POINT (581738.0964063406 4203285.136128385),1459.0000,95.6015,1123
1195,POINT (581697.2586997709 4202731.13106952),832.0000,163.4727,1127
1196,POINT (581728.7887690167 4202206.590630087),820.0000,172.5904,1127
1197,POINT (580334.4089831812 4202067.097604117),1945.0000,383.7031,1127
1198,POINT (581148.1318050432 4201475.842874287),1676.0000,291.2404,1127
1199,POINT (582284.527235779 4201611.133662321),812.0000,73.0911,1127
1200,POINT (582204.6483787054 4200818.804811035),1098.0000,105.7956,1128
1201,POINT (581584.935872871 4200759.650204581),1075.0000,101.2889,1128
1202,POINT (580994.7168256515 4200388.720112354),1287.0000,169.9438,1128
1203,POINT (581399.5559746793 4201159.643070531),892.0000,96.2498,1128
1204,POINT (583077.4713185405 4200468.704620362),696.0000,71.0759,1121
1205,POINT (582982.2599748351 4199546.849308049),1739.0000,231.0402,1121
1206,POINT (582808.6660510101 4198582.816571619),1941.0000,56.5540,1121
1207,POINT (582925.1230453596 4198292.557663363),239.0000,42.0891,1121
1208,POINT (582202.5721017276 4200083.5089205345),2017.0000,221.0942,1121
1209,POINT (582720.0682805191 4201023.344884221),1274.0000,125.3244,1121
1210,POINT (582866.6596501437 4201819.554418996),1850.0000,152.3058,1121
1211,POINT (582099.629554721 4199275.070436174),1246.0000,208.6866,1129
1212,POINT (581476.0182550581 4199069.269415418),681.0000,47.7897,1129
1213,POINT (580852.4223383036 4198449.349403429),1852.0000,235.6532,1129
1214,POINT (580925.4879552531 4199368.945117408),1009.0000,134.6419,1129
1215,POINT (581413.8096185055 4199636.523446902),726.0000,98.2931,1129
1216,POINT (580021.9344531001 4198778.769526991),2230.0000,408.3665,1130
1217,POINT (580279.2383901842 4200360.529565583),1207.0000,179.5319,1130
1218,POINT (583946.2496322305 4206343.098990319),1924.0000,178.9584,1122
1219,POINT (584167.3666122538 4205515.101808798),806.0000,82.5551,1122
1220,POINT (583893.7491839908 4204883.451461344),1420.0000,113.0557,1122
1221,POINT (583624.7853193496 4205739.387495359),1092.0000,151.3219,1122
1222,POINT (582889.3709748077 4204169.327389579),1453.0000,1530.4399,1122
1223,POINT (584948.4543618005 4203783.819377365),790.0000,93.5274,1113
1224,POINT (584262.0739755977 4203423.4583811015),1491.0000,171.9222,1113
1225,POINT (585127.4419722781 4206334.893260512),1779.0000,158.5359,1112
1226,POINT (585042.6526860099 4206760.704100707),1670.0000,175.4866,1112
1227,POINT (584626.8902854797 4205464.075073772),1277.0000,116.9976,1112
1228,POINT (584561.4072349264 4204447.546303096),1583.0000,219.4932,1112
1229,POINT (585523.1579809907 4205957.62635421),1186.0000,91.3005,1111
1230,POINT (585482.4882200677 4205242.192575781),1726.0000,166.0953,1111
1231,POINT (585869.7432940316 4204583.960769725),992.0000,114.5941,1111
1232,POINT (585318.9766489345 4204481.92070498),1449.0000,164.2452,1111
1233,POINT (586823.8157667399 4204341.369057745),824.0000,53.2022,1110
1234,POINT (586999.7577119458 4203884.54688132),1602.0000,183.1952,1110
1235,POINT (585857.9294175862 4203940.957153314),1041.0000,78.7583,1110
1236,POINT (587619.4206454619 4203197.566598756),1106.0000,123.8095,1110
1237,POINT (586765.8410412299 4203368.536054594),1319.0000,161.7318,1110
1238,POINT (585861.8417282873 4203557.009639229),1121.0000,95.3937,1110
1239,POINT (587724.4303574171 4204794.335613172),1781.0000,164.3524,1109
1240,POINT (588175.0198696773 4204308.184923258),863.0000,87.9460,1109
1241,POINT (588787.5355332624 4203993.444764579),1034.0000,139.9296,1109
1242,POINT (588503.6953809231 4203506.378170235),1281.0000,167.9064,1109
1243,POINT (587614.2284443567 4204106.663448944),754.0000,77.1622,1109
1244,POINT (587191.2737872825 4205168.462053627),1149.0000,88.2742,1109
1245,POINT (587097.8976825447 4204580.388435928),672.0000,48.3612,1109
1246,POINT (590828.0694773317 4202849.748846236),929.0000,185.8079,1099
1247,POINT (590017.725391177 4202280.802341573),1911.0000,160.3005,1099
1248,POINT (590496.941480495 4201968.219044766),1251.0000,126.2017,1099
1249,POINT (591745.8512804406 4202154.943289767),1286.0000,246.1845,1099
1250,POINT (591403.9584123461 4201707.919368003),928.0000,134.6578,1099
1251,POINT (591169.9020253869 4201399.800820352),1641.0000,101.9794,1099
1252,POINT (589959.2105953026 4203308.357184364),756.0000,77.9405,1108
1253,POINT (589616.448355377 4202558.979373443),1119.0000,126.0535,1108
1254,POINT (589237.104492338 4202714.609427743),1253.0000,126.7677,1108
1255,POINT (589030.6708141466 4202985.261976569),1359.0000,120.2281,1108
1256,POINT (588240.48540565 4202905.144309955),1439.0000,135.8941,1108
1257,POINT (588001.8105589895 4201981.742411043),1827.0000,127.1648,1107
1258,POINT (587484.6301525844 4202339.11989311),1922.0000,194.8492,1107
1259,POINT (591032.6690575383 4200796.504952715),1687.0000,117.0486,1106
1260,POINT (590433.3142613573 4201055.420583295),2068.0000,188.1267,1106
1261,POINT (589271.6609643071 4201864.614633095),2198.0000,135.9209,1106
1262,POINT (588904.777491537 4201565.527293235),1414.0000,211.9864,1106
1263,POINT (588185.2281347221 4201316.944478974),1110.0000,102.2817,1105
1264,POINT (589311.0021925282 4200930.592483557),2433.0000,221.6223,1104
1265,POINT (589077.4265033195 4200669.862196348),1224.0000,104.5517,1104
1266,POINT (583424.1999626692 4191842.944779112),1407.0000,566.8950,1147
1267,POINT (582472.0009764674 4192982.5053089266),2481.0000,522.0059,1147
1268,POINT (582273.7597127 4193872.863731902),843.0000,147.9311,1147
1269,POINT (581584.3714566011 4193474.514011895),907.0000,112.0438,1147
1270,POINT (584991.3092225657 4190336.4936717427),1156.0000,290.3794,1162
1271,POINT (586633.8753969527 4202633.782696077),1231.0000,192.2012,1116
1272,POINT (585932.1780011128 4202909.168506822),1174.0000,108.1898,1116
1273,POINT (585345.2504183465 4203064.31210359),953.0000,143.7068,1116
1274,POINT (584736.625122636 4203010.403443006),1680.0000,50.8845,1115
1275,POINT (584713.9467182014 4202473.454650037),1945.0000,67.0529,1115
1276,POINT (584981.9808791052 4202292.054980598),1177.0000,55.5347,1115
1277,POINT (584462.1092947987 4202123.446525775),2283.0000,85.7736,1114
1278,POINT (583988.0427858107 4202810.189964827),2135.0000,29.8044,1114
1279,POINT (584218.1309008942 4202902.345379901),1324.0000,16.8636,1114
1280,POINT (584400.2015210296 4202863.532597178),1853.0000,31.4565,1114
1281,POINT (583504.614556812 4201668.974790244),1893.0000,191.4612,1120
1282,POINT (583948.6300941304 4202366.436262962),1257.0000,84.2886,1120
1283,POINT (583929.6646969831 4201647.937895163),882.0000,34.5582,1120
1284,POINT (583644.5164348275 4201014.426209086),2703.0000,86.4552,1120
1285,POINT (583997.9105554057 4201311.765599689),1263.0000,23.3939,1120
1286,POINT (584323.6060906929 4201584.4942550175),1735.0000,59.9607,1120
1287,POINT (586879.0587836248 4201148.063947988),1715.0000,381.3665,1117
1288,POINT (586128.4846105267 4202001.206902618),1485.0000,303.4844,1117
1289,POINT (585392.0859839133 4202062.84065455),767.0000,41.9325,1118
1290,POINT (584991.4343619591 4201304.292563703),1650.0000,230.5356,1118
1291,POINT (585661.4544989411 4201436.642612706),1023.0000,99.0706,1118
1292,POINT (585322.5807857744 4200524.412835233),840.0000,128.1785,1118
1293,POINT (586062.5826198132 4200590.53597672),1428.0000,172.8531,1118
1294,POINT (585795.1376511331 4199965.309685159),1475.0000,115.7694,1118
1295,POINT (586624.3433941822 4198966.170233568),1378.0000,164.9334,1138
1296,POINT (586199.3816195237 4199445.255305052),1353.0000,124.0090,1138
1297,POINT (586588.0041932508 4199864.248264725),681.0000,79.4017,1138
1298,POINT (587511.2180693463 4199973.31246137),941.0000,443.2744,1138
1299,POINT (588015.6090753637 4200459.8549948335),760.0000,120.2273,1138
1300,POINT (587110.248520383 4198813.517758176),985.0000,148.2554,1138
1301,POINT (584238.1043559754 4200858.924316834),1143.0000,89.6261,1119
1302,POINT (584444.3498754832 4200473.53283645),775.0000,82.9002,1119
1303,POINT (583780.5893433635 4200418.655461511),3078.0000,108.6516,1119
1304,POINT (583546.0986106839 4199591.519392266),1010.0000,91.7735,1119
1305,POINT (584047.0326316836 4199827.497001992),498.0000,49.9426,1119
1306,POINT (584484.3718699211 4199757.913278234),2093.0000,241.6652,1119
1307,POINT (584709.5290506702 4199183.6040776),2138.0000,285.7880,1137
1308,POINT (585354.0314716464 4198415.559809008),1652.0000,624.7605,1137
1309,POINT (583046.0438075721 4197861.228555853),1982.0000,205.2859,1136
1310,POINT (583352.2030716653 4198693.092959999),1822.0000,106.4939,1136
1311,POINT (583895.4960079447 4198231.739406324),1606.0000,115.6346,1136
1312,POINT (583065.3770234606 4197387.6857356625),760.0000,83.2414,1135
1313,POINT (583797.1524437412 4197063.715893689),1778.0000,272.5351,1135
1314,POINT (583134.8188802256 4196539.8641943615),1065.0000,154.9100,1135
1315,POINT (584380.4220839458 4197634.453509251),1213.0000,109.4667,1135
1316,POINT (586491.4419501908 4197418.767106586),1799.0000,306.7192,1140
1317,POINT (585605.7244594465 4197355.459917316),1123.0000,178.5330,1140
1318,POINT (586151.7866215445 4196064.481648988),2183.0000,460.0413,1141
1319,POINT (587488.4325847887 4195572.149984462),1305.0000,885.8006,1141
1320,POINT (584895.6486377979 4196752.60820928),2319.0000,315.8733,1141
1321,POINT (582681.9437625511 4194388.435861619),1705.0000,231.4953,1146
1322,POINT (583313.7359189513 4193437.5550044584),1657.0000,47.8360,1146
1323,POINT (582111.0384156943 4195160.581178814),1656.0000,144.6125,1145
1324,POINT (582724.9929990302 4195308.772971581),1272.0000,83.8039,1145
1325,POINT (582399.8669617365 4196100.835543863),1841.0000,227.7395,1145
1326,POINT (582365.0311348675 4196720.955984231),805.0000,85.6204,1145
1327,POINT (581829.9534955889 4198614.724271979),746.0000,86.9294,1134
1328,POINT (582142.0026300498 4198134.931057151),2309.0000,189.3433,1134
1329,POINT (581631.223220409 4197617.257928469),1232.0000,217.5504,1134
1330,POINT (581738.3563327974 4196910.540871969),1570.0000,176.5149,1134
1331,POINT (580410.6600413654 4197729.351877583),978.0000,132.7580,1133
1332,POINT (580761.7592474071 4197239.628933092),691.0000,105.8227,1133
1333,POINT (581408.0770525518 4196196.312416134),1656.0000,232.1920,1133
1334,POINT (580497.6399033162 4195984.594314006),1447.0000,472.8356,1133
1335,POINT (580601.8682737309 4195144.224402911),632.0000,302.4447,1133
1336,POINT (579782.983439292 4196899.2510043075),1596.0000,394.8541,1133
1337,POINT (581443.8006190438 4194170.436597009),1609.0000,208.9735,1149
1338,POINT (580523.1605330843 4194455.330146796),1700.0000,221.9157,1149
1339,POINT (580236.4695206622 4193045.178861501),1555.0000,571.7931,1148
1340,POINT (582525.9267565721 4189937.019503448),905.0000,115.4644,1148
1341,POINT (582602.6674215808 4189450.3227577144),440.0000,301.9392,1148
1342,POINT (581467.534590914 4190538.118837687),1249.0000,182.5837,1148
1343,POINT (581119.3482752687 4192281.630384489),1714.0000,201.1488,1148
1344,POINT (581119.2915401924 4191318.111977533),702.0000,151.0620,1148
1345,POINT (580501.5871951604 4192561.0329352836),1219.0000,190.6942,1148
1346,POINT (582135.6641392873 4191680.7695913194),716.0000,381.8318,1148
1347,POINT (582570.4281934772 4190666.8715189),1130.0000,362.4435,1148
1348,POINT (584654.4280914468 4194091.470135053),977.0000,192.7379,1144
1349,POINT (583755.397087864 4193883.9421891766),733.0000,162.3920,1144
1350,POINT (583161.0756692247 4195455.650105521),1878.0000,92.0742,1144
1351,POINT (583577.0337046512 4194583.623926558),1218.0000,197.8129,1144
1352,POINT (583905.5091190983 4195633.961735044),1984.0000,212.7205,1143
1353,POINT (584603.5858709855 4195514.725928498),2396.0000,633.6259,1143
