MAZ,geometry,Population,area_acres,TAZ
1354,POINT (585903.486893761 4194102.840821626),2287.0000,981.7341,1142
1355,POINT (584409.2867036826 4192815.5028481316),1556.0000,464.7345,1142
1356,POINT (593016.8999232472 4176486.625304088),837.0000,88.8018,1172
1357,POINT (593323.544187655 4176665.670688817),1959.0000,207.5542,1172
1358,POINT (593776.506153914 4176886.8113658614),1064.0000,138.8570,1172
1359,POINT (594105.2942220418 4176101.51055507),1870.0000,90.1570,1172
1360,POINT (592583.4912877548 4177648.2299123295),1089.0000,136.0550,1173
1361,POINT (592419.7696816057 4178241.909316619),1747.0000,141.2701,1173
1362,POINT (592973.534018618 4178192.0487737115),1059.0000,141.5957,1173
1363,POINT (595222.9514129957 4176707.258592031),1700.0000,322.5663,1174
1364,POINT (594243.2445769737 4177219.1930538723),1218.0000,234.9270,1174
1365,POINT (593513.7374371608 4178338.5651676385),2144.0000,268.1386,1174
1366,POINT (590223.8593369265 4182634.254969866),2858.0000,365.2871,1169
1367,POINT (589769.3581889522 4183845.8079797938),1310.0000,179.0648,1169
1368,POINT (589564.7789805962 4184497.7940427396),975.0000,193.6491,1169
1369,POINT (589414.8535019221 4185107.7788279178),1080.0000,175.1053,1169
1370,POINT (591552.9522056878 4181150.9603672824),2254.0000,1044.9662,1168
1371,POINT (592899.324951835 4181762.054427058),2636.0000,407.6360,1168
1372,POINT (592921.9260763448 4180249.1571722943),1304.0000,202.4940,1168
1373,POINT (593397.9933330782 4180650.5768950223),1159.0000,146.3304,1168
1374,POINT (592207.5975955027 4179354.2520766836),1891.0000,366.5005,1175
1375,POINT (592615.9346298468 4179760.470192388),2399.0000,110.4419,1175
1376,POINT (592053.0680876522 4179017.8126647123),809.0000,94.4893,1175
1377,POINT (594599.2923495539 4179254.2873927443),3413.0000,1578.2077,1175
1378,POINT (594098.0650053287 4181942.6239970876),3100.0000,494.8245,1175
1379,POINT (593186.8157657118 4183109.749896411),1705.0000,553.4577,1167
1380,POINT (593217.0491363619 4184044.680798397),2632.0000,769.1197,1167
1381,POINT (590819.8096004811 4182811.6822827435),1375.0000,173.5464,1167
1382,POINT (591530.3994924341 4182812.7469823356),1255.0000,263.7852,1167
1383,POINT (591117.7298655041 4184723.451702879),2575.0000,858.0251,1167
1384,POINT (590702.5874996131 4183781.7475460195),1102.0000,128.6851,1167
1385,POINT (590218.7498956206 4177590.789029768),4072.0000,3682.2317,1171
1386,POINT (590745.7585133363 4179236.2072100476),1662.0000,262.6512,1171
1387,POINT (590606.7158553851 4180246.466313274),1302.0000,147.4713,1171
1388,POINT (590122.2865162197 4180074.0406258814),1557.0000,167.3688,1171
1389,POINT (588720.2026039303 4180295.4288155814),3322.0000,719.1478,1170
1390,POINT (589759.4134529617 4181373.5393799916),1837.0000,235.7841,1170
1391,POINT (588933.3148661208 4182959.967315616),2657.0000,896.8195,1170
1392,POINT (585621.0965906953 4184514.229477031),2572.0000,6117.7406,1161
1393,POINT (588291.2653671103 4185927.064953208),1098.0000,226.5688,1161
1394,POINT (587922.6444623006 4186898.5755508225),1048.0000,175.1159,1161
1395,POINT (586919.9023429031 4187453.5458017034),1754.0000,412.2214,1161
1396,POINT (584247.3147125408 4189635.981437546),2139.0000,1090.7155,1161
1397,POINT (584537.6482630945 4187573.8283333047),1447.0000,1990.8064,1161
1398,POINT (585342.4684131705 4191935.2296722145),2305.0000,461.2984,1163
1399,POINT (587833.7702962873 4193362.1702458137),1128.0000,1694.4804,1163
1400,POINT (585941.238294417 4190697.879288654),1904.0000,549.4675,1164
1401,POINT (587763.6294213419 4190858.9865957596),2967.0000,1376.5861,1164
1402,POINT (590736.7721746957 4191409.821636674),779.0000,3079.3539,1164
1403,POINT (587257.5490329453 4189163.850945006),1342.0000,736.0192,1165
1404,POINT (588304.0059909957 4188340.5292872507),2104.0000,882.9694,1165
1405,POINT (591201.7505105915 4188735.7545034345),2580.0000,951.3419,1165
1406,POINT (591970.9585916813 4189791.0005088146),1155.0000,1428.4533,1165
1407,POINT (589468.6959584709 4185949.5690081776),2687.0000,498.3788,1166
1408,POINT (588650.6016211649 4187214.927515563),1151.0000,209.9593,1166
1409,POINT (591020.7742855244 4186468.969347875),3191.0000,1181.6636,1166
1410,POINT (594255.5534709203 4185015.156299066),2210.0000,507.9511,1166
1411,POINT (592768.6810920967 4186610.7310753292),1877.0000,1528.6319,1166
1412,POINT (579048.7087423722 4198531.32323408),2385.0000,954.4618,1131
1413,POINT (576834.2036324033 4198676.880798782),2179.0000,5340.6305,1131
1414,POINT (579351.8371977863 4200929.990589315),1607.0000,249.2231,1131
1415,POINT (578540.1669071246 4195857.457223161),724.0000,447.0119,1132
1416,POINT (575321.6170510363 4194847.330980788),2060.0000,889.7358,1132
1417,POINT (576207.9240353882 4195595.924334612),1803.0000,1092.9473,1132
1418,POINT (579322.6781826486 4194230.645320869),1886.0000,343.1103,1150
1419,POINT (578529.7792158276 4193530.585942319),1665.0000,370.0411,1150
1420,POINT (578181.4414272198 4194278.0510280943),1135.0000,159.2496,1150
1421,POINT (577142.9971728933 4193934.7214882285),1622.0000,139.0222,1152
1422,POINT (574405.5663435415 4193065.9016166353),841.0000,328.8228,1152
1423,POINT (576318.8887717443 4191564.193128441),1479.0000,446.2320,1152
1424,POINT (575708.285516775 4192881.331237628),1570.0000,1310.9667,1152
1425,POINT (578889.7475035464 4192619.659345557),1269.0000,307.5425,1151
1426,POINT (579954.1858844773 4190879.1307641617),2120.0000,666.5104,1151
1427,POINT (578053.1653649347 4191682.5820624544),2423.0000,1259.4163,1151
1428,POINT (577638.1336783111 4189643.670534011),1721.0000,745.5344,1159
1429,POINT (580480.8002414057 4188885.2973497496),1420.0000,2174.2598,1159
1430,POINT (576641.2029934507 4185452.9190089363),1416.0000,1262.9008,1160
1431,POINT (577089.9840313009 4186664.552395029),918.0000,144.3452,1160
1432,POINT (577961.5042824094 4187731.385289059),2418.0000,876.5763,1160
1433,POINT (580015.3162805798 4185901.537249129),834.0000,3559.8067,1160
1434,POINT (575741.8454411896 4190758.7685709605),2287.0000,579.7042,1158
1435,POINT (576233.1444387075 4188586.8007382685),1220.0000,349.4741,1158
1436,POINT (575471.115268771 4189743.243834886),2243.0000,781.2308,1158
1437,POINT (573966.159742033 4187246.7648732075),2548.0000,3407.4913,1157
1438,POINT (574026.6518352315 4190641.2762366654),1295.0000,432.5271,1156
1439,POINT (571733.1006465844 4190167.981607145),2226.0000,2956.8388,1156
1440,POINT (573709.1238699565 4193877.9990786733),723.0000,210.8786,1153
1441,POINT (573090.2188612215 4193201.931626473),1475.0000,482.3066,1153
1442,POINT (572930.1819491191 4192277.3167012385),1136.0000,369.6430,1153
1443,POINT (572983.6391622477 4191443.02673978),744.0000,194.2266,1153
1444,POINT (568883.8919722096 4193213.398095287),1859.0000,3398.2427,1155
1445,POINT (572291.6202166136 4196048.714836119),2649.0000,1844.9865,1154
1446,POINT (570365.1286933739 4194957.330368441),731.0000,582.9148,1154
1447,POINT (571941.5772421577 4194931.908756321),1617.0000,610.9212,1154
1448,POINT (571989.322751269 4193859.497868055),1593.0000,565.8617,1154
1449,POINT (601317.4471262668 4198826.358384358),3410.0000,20201.9235,1195
1450,POINT (602032.5201744258 4204342.853593526),1638.0000,166.2338,1195
1451,POINT (604362.8906735231 4201907.40346015),4239.0000,928.2255,1195
1452,POINT (606403.6881819632 4202537.7664954895),3895.0000,376.7884,1195
1453,POINT (605421.7929208913 4199811.44593013),4713.0000,4090.9160,1195
1454,POINT (605674.1860560427 4204050.686498783),3053.0000,347.2681,1186
1455,POINT (605226.5943132124 4203476.750038973),873.0000,118.2093,1186
1456,POINT (606526.2486291893 4203808.252883753),2490.0000,284.5341,1186
1457,POINT (608411.356118493 4203194.081013353),2377.0000,162.9240,1186
1458,POINT (607924.3634944424 4202833.153004288),1820.0000,279.5459,1186
1459,POINT (607136.3030931569 4204114.030733122),3760.0000,325.2980,1186
1460,POINT (608073.3817092507 4204073.92942549),2583.0000,275.2807,1186
1461,POINT (607291.9222996531 4187105.8865712536),1635.0000,59991.2768,1176
1462,POINT (598215.9840605137 4186798.4694726295),1300.0000,1992.3966,1176
1463,POINT (594922.2836732869 4187595.151203393),2628.0000,2441.8109,1176
1464,POINT (595629.6509567079 4184971.772038212),1818.0000,596.2460,1176
1465,POINT (596695.3932805135 4184918.5095868823),1704.0000,364.7749,1176
1466,POINT (597657.8975240567 4184821.976174868),1463.0000,356.0413,1176
1467,POINT (596444.059278505 4183410.178411483),2036.0000,376.3219,1176
1468,POINT (597436.4414044333 4183475.713497534),2954.0000,366.4405,1176
1469,POINT (595654.9020367279 4182357.759588295),6045.0000,1207.6525,1176
1470,POINT (595788.5640841293 4180050.519009444),4443.0000,567.5875,1176
1471,POINT (598535.2588125755 4181254.3620254393),5664.0000,3661.6698,1176
1472,POINT (597189.1624772035 4178210.866548545),8379.0000,1943.7497,1176
1473,POINT (589576.4163010115 4205727.906855577),1356.0000,6365.1308,1098
1474,POINT (591854.4247938754 4207452.79862757),6088.0000,1149.3988,1098
1475,POINT (590023.0956849365 4199182.705421748),3428.0000,1643.1415,1103
1476,POINT (591351.058824505 4200071.430870331),1361.0000,158.4223,1103
1477,POINT (591736.672401501 4200499.85497336),1798.0000,164.8226,1103
1478,POINT (592314.4913898597 4199413.047275666),1246.0000,262.0095,1103
1479,POINT (587112.5388488895 4198002.04065471),973.0000,129.0438,1139
1480,POINT (587371.4619687317 4197204.508020673),961.0000,114.6153,1139
1481,POINT (588576.7571117237 4197542.148930615),1550.0000,1612.9007,1139
1482,POINT (594361.3844055019 4200799.035711347),2180.0000,639.0080,1100
1483,POINT (593449.3052953752 4200347.6100023175),1281.0000,164.5482,1100
1484,POINT (592565.3659712765 4200604.562164439),1009.0000,183.6202,1100
1485,POINT (593965.310114705 4202097.068401531),2117.0000,878.7911,1100
1486,POINT (594749.2480015757 4199277.570572974),1244.0000,557.7469,1100
1487,POINT (594483.6692013785 4194354.898972377),1077.0000,15959.3831,1102
1488,POINT (592836.4351400696 4199812.56401895),1017.0000,191.9498,1101
1489,POINT (593651.9214903935 4198756.871736606),1145.0000,207.9958,1101
1490,POINT (593914.1174505563 4198562.462338498),972.0000,136.5877,1101
1491,POINT (594466.4845264022 4198341.245251774),711.0000,137.3128,1101
1492,POINT (565555.8290084942 4208392.501102122),933.0000,94.2654,1088
1493,POINT (565357.7666180742 4208785.808116336),1647.0000,166.7743,1088
1494,POINT (567974.4535779821 4208827.492779339),1179.0000,3636.7313,1088
1495,POINT (567075.1261545572 4204966.481190464),2026.0000,472.4329,1087
1496,POINT (571598.882469448 4205018.455301794),678.0000,8954.9138,1087
1497,POINT (567011.5013835235 4205774.0904343445),737.0000,212.8439,1087
1498,POINT (569607.4534969868 4199381.424799776),1934.0000,17968.4735,1087
1499,POINT (568133.956735442 4211253.5849263985),907.0000,464.7120,1090
1500,POINT (570602.1363995958 4210520.42662301),1093.0000,2551.3345,1090
1501,POINT (569010.8825244729 4212366.008087223),1018.0000,343.1076,1090
1502,POINT (564642.7267639809 4209244.625705433),1312.0000,170.4753,1089
1503,POINT (564008.6422997618 4209971.131923623),865.0000,80.1209,1089
1504,POINT (564779.8992088767 4209579.578880247),888.0000,62.2864,1089
1505,POINT (564529.6524533998 4210121.707414787),1308.0000,86.8913,1089
1506,POINT (565664.4117948234 4211624.077451046),925.0000,2302.9597,1089
1507,POINT (561085.099296558 4206382.941914188),952.0000,70.4333,1082
1508,POINT (560690.2330135197 4206027.52541656),2172.0000,242.4076,1082
1509,POINT (560910.2060187258 4207174.45599631),2035.0000,377.6042,1082
1510,POINT (561807.3689527233 4207096.83944969),1193.0000,183.1570,1083
1511,POINT (562721.1798904468 4206392.026385471),1161.0000,159.3216,1083
1512,POINT (561959.0435842781 4206023.240746047),2697.0000,314.4093,1083
1513,POINT (563378.4037917878 4207117.210955507),1932.0000,154.5323,1083
1514,POINT (562526.2534408778 4207921.447599656),4542.0000,638.5398,1083
1515,POINT (563547.7666936793 4208993.0991527755),3102.0000,833.7971,1083
1516,POINT (563128.3789820096 4205276.353280317),2301.0000,270.3891,1084
1517,POINT (566430.2134077057 4204046.706322577),2381.0000,1926.1391,1084
1518,POINT (564020.3050706098 4204397.013732827),1466.0000,200.7535,1084
1519,POINT (565174.2520802288 4206498.917403292),1195.0000,163.7501,1086
1520,POINT (564689.985762023 4207699.263920109),1777.0000,328.0196,1086
1521,POINT (566132.9355465887 4206174.509633375),828.0000,86.3813,1086
1522,POINT (565809.5261166437 4206929.431732354),2147.0000,267.8379,1086
1523,POINT (565292.7007058111 4206763.550133872),779.0000,76.2999,1086
1524,POINT (565296.4035911717 4205834.849529017),930.0000,269.2367,1085
1525,POINT (564382.1812853928 4206433.084933662),1346.0000,128.2623,1085
1526,POINT (564041.8353721248 4206004.661029144),2426.0000,446.2902,1085
1527,POINT (562530.8966298327 4203428.618351871),1108.0000,126.3972,1079
1528,POINT (562917.0033495551 4203664.773625298),1772.0000,464.5972,1079
1529,POINT (562224.9155250947 4204904.860917055),1696.0000,378.6615,1079
1530,POINT (563705.4147958237 4202364.615946455),1861.0000,508.0878,1079
1531,POINT (564980.5379393409 4202777.245657696),1715.0000,942.4028,1079
1532,POINT (563589.5585646264 4201308.4714794345),750.0000,87.8251,1079
1533,POINT (561775.4151474524 4203057.335576637),2018.0000,182.6484,1078
1534,POINT (561476.8457689284 4202559.854088209),1208.0000,147.6283,1078
1535,POINT (562466.9077889175 4202254.667747451),1400.0000,224.2492,1078
1536,POINT (561323.854451682 4202154.362672404),935.0000,53.5742,1077
1537,POINT (561818.6996920855 4199839.377838836),1837.0000,2206.7589,1077
1538,POINT (563532.6900879177 4199626.253495192),1703.0000,1688.9199,1077
1539,POINT (559939.2831336532 4200462.376836339),834.0000,120.3767,1076
1540,POINT (560644.6675141881 4199639.431843925),906.0000,93.1182,1076
1541,POINT (559999.0043289417 4199840.134049635),1027.0000,110.6675,1076
1542,POINT (560251.1053056106 4202782.184206014),1904.0000,338.9885,1074
1543,POINT (561341.5279378314 4203578.869709658),2071.0000,205.1150,1074
1544,POINT (560503.2649345497 4203854.834467267),1798.0000,241.5223,1074
1545,POINT (560967.9811815877 4204672.188623508),1270.0000,303.1875,1074
1546,POINT (560020.3253825414 4205115.574872108),2626.0000,235.6234,1080
1547,POINT (559600.4039094256 4205494.932560252),1386.0000,123.3179,1080
1548,POINT (560115.268374283 4205658.886132042),1506.0000,133.6750,1080
1549,POINT (555053.3782555138 4201167.981556787),1955.0000,170.9416,1068
1550,POINT (555587.5013362349 4200778.281329383),1180.0000,51.6885,1068
1551,POINT (554418.9915880673 4202011.907224254),2327.0000,1551.6353,1068
1552,POINT (558645.0183844395 4203793.156622161),1692.0000,254.2593,1069
1553,POINT (558892.7042162548 4204530.426020645),362.0000,173.3369,1069
1554,POINT (559579.2159591531 4204253.987459153),2870.0000,233.5855,1069
1555,POINT (556388.2304574087 4205099.563037289),5873.0000,3718.6161,1069
1556,POINT (557462.2154443621 4203782.253607874),1385.0000,80.0043,1070
1557,POINT (557426.7451542426 4203323.458450468),1852.0000,124.8042,1070
1558,POINT (557455.332803953 4202779.572773527),1070.0000,46.3077,1070
1559,POINT (557300.5927806584 4202128.087583028),1410.0000,47.6696,1071
1560,POINT (557131.8650843811 4202423.32091218),1882.0000,81.4437,1071
1561,POINT (556823.5619357857 4202840.357541111),2801.0000,126.3898,1071
1562,POINT (559434.8504496901 4203040.128382414),1469.0000,139.0517,1073
1563,POINT (558842.933312176 4202729.787367829),961.0000,101.9977,1073
1564,POINT (558177.0893452802 4202931.968912682),1623.0000,103.1147,1073
1565,POINT (558602.2956180304 4203249.311246781),1046.0000,89.9094,1073
1566,POINT (558873.769315913 4202282.233733147),1868.0000,89.5387,1072
1567,POINT (557941.2254699072 4202289.9241846735),2313.0000,184.5775,1072
1568,POINT (558983.5729670392 4202078.763228052),990.0000,52.3428,1072
1569,POINT (556544.8715636967 4201158.414928698),900.0000,34.7348,1067
1570,POINT (556910.9144375342 4200671.550352943),1915.0000,71.7156,1067
1571,POINT (557179.8640760874 4201058.83420865),1153.0000,41.9558,1067
1572,POINT (556823.3775830237 4201099.1034927135),1359.0000,41.3587,1067
1573,POINT (556956.2055497301 4201803.338761047),1772.0000,104.5798,1067
1574,POINT (556842.9193782939 4201493.020090885),1632.0000,58.1371,1067
1575,POINT (558841.2616966438 4200666.863691728),1374.0000,70.5236,1066
1576,POINT (558362.9537680871 4201272.277036997),2044.0000,227.9673,1066
1577,POINT (557584.3484709465 4201328.0084249405),1386.0000,44.0854,1066
1578,POINT (557794.0701797392 4201653.938802558),1442.0000,57.5403,1066
1579,POINT (559418.0187245922 4201759.207765065),925.0000,210.4917,1075
1580,POINT (559540.3095619815 4201272.548154591),771.0000,87.9418,1075
1581,POINT (559253.5618400482 4200788.425389592),852.0000,74.2727,1075
1582,POINT (559554.9880445419 4199803.886243368),1393.0000,119.9155,1054
1583,POINT (559678.3577636721 4199222.967264155),711.0000,50.7761,1054
1584,POINT (559445.0978026388 4198757.49630626),733.0000,76.0782,1054
1585,POINT (559040.7636139719 4200124.052461863),855.0000,58.5366,1055
1586,POINT (559211.8709701853 4199600.808071151),707.0000,52.5518,1055
1587,POINT (558917.1615646221 4199373.551922073),1005.0000,61.4185,1055
1588,POINT (558934.8362504576 4198843.490175496),1004.0000,55.9676,1055
1589,POINT (558503.4043003211 4198924.478902257),876.0000,47.0325,1055
1590,POINT (558564.8534235781 4199468.9554145085),869.0000,49.6436,1055
1591,POINT (558223.5331151253 4200596.578007478),941.0000,44.8147,1065
1592,POINT (558318.7750952222 4200298.215997338),1170.0000,63.9156,1065
1593,POINT (558637.692226447 4199952.02695524),986.0000,46.1942,1065
